Learner,Email,Progress
Learner 6347,Learner 6347@example.com,42
Learner 6348,Learner 6348@example.com,24
Learner 6349,Learner 6349@example.com,48
Learner 6350,Learner 6350@example.com,46
Learner 6351,Learner 6351@example.com,72
Learner 6352,Learner 6352@example.com,30
Learner 6353,Learner 6353@example.com,20
Learner 6354,Learner 6354@example.com,78
Learner 6355,Learner 6355@example.com,64
Learner 6356,Learner 6356@example.com,54
Learner 6357,Learner 6357@example.com,50
Learner 6358,Learner 6358@example.com,50
Learner 6359,Learner 6359@example.com,54
Learner 6360,Learner 6360@example.com,56
Learner 6361,Learner 6361@example.com,38
Learner 6362,Learner 6362@example.com,50
Learner 6363,Learner 6363@example.com,40
Learner 6364,Learner 6364@example.com,16
Learner 6365,Learner 6365@example.com,78
Learner 6366,Learner 6366@example.com,34
Learner 6367,Learner 6367@example.com,60
Learner 6368,Learner 6368@example.com,30
Learner 6369,Learner 6369@example.com,82
Learner 6370,Learner 6370@example.com,82
Learner 6371,Learner 6371@example.com,80
Learner 6372,Learner 6372@example.com,78
Learner 6373,Learner 6373@example.com,62
Learner 6374,Learner 6374@example.com,70
Learner 6375,Learner 6375@example.com,84
Learner 6376,Learner 6376@example.com,74
Learner 6377,Learner 6377@example.com,98
Learner 6378,Learner 6378@example.com,98
Learner 6379,Learner 6379@example.com,82
Learner 6380,Learner 6380@example.com,84
Learner 6381,Learner 6381@example.com,84
Learner 6382,Learner 6382@example.com,72
Learner 6383,Learner 6383@example.com,76
Learner 6384,Learner 6384@example.com,74
Learner 6385,Learner 6385@example.com,72
Learner 6386,Learner 6386@example.com,88
Learner 6387,Learner 6387@example.com,78
Learner 6388,Learner 6388@example.com,86
Learner 6389,Learner 6389@example.com,72
Learner 6390,Learner 6390@example.com,88
Learner 6391,Learner 6391@example.com,80
Learner 6392,Learner 6392@example.com,74
Learner 6393,Learner 6393@example.com,74
Learner 6394,Learner 6394@example.com,92
Learner 6395,Learner 6395@example.com,86
Learner 6396,Learner 6396@example.com,74
Learner 6397,Learner 6397@example.com,98
Learner 6398,Learner 6398@example.com,86
Learner 6399,Learner 6399@example.com,86
Learner 6400,Learner 6400@example.com,72
Learner 6401,Learner 6401@example.com,82
Learner 6402,Learner 6402@example.com,68
Learner 6403,Learner 6403@example.com,76
Learner 6404,Learner 6404@example.com,64
Learner 6405,Learner 6405@example.com,60
Learner 6406,Learner 6406@example.com,98
Learner 6407,Learner 6407@example.com,92
Learner 6408,Learner 6408@example.com,90
Learner 6409,Learner 6409@example.com,88
Learner 6410,Learner 6410@example.com,74
Learner 6411,Learner 6411@example.com,90
Learner 6412,Learner 6412@example.com,70
Learner 6413,Learner 6413@example.com,78
Learner 6414,Learner 6414@example.com,78
Learner 6415,Learner 6415@example.com,74
Learner 6416,Learner 6416@example.com,86
Learner 6417,Learner 6417@example.com,82
Learner 6418,Learner 6418@example.com,68
Learner 6419,Learner 6419@example.com,68
Learner 6420,Learner 6420@example.com,80
Learner 6421,Learner 6421@example.com,96
Learner 6422,Learner 6422@example.com,94
Learner 6423,Learner 6423@example.com,88
Learner 6424,Learner 6424@example.com,84
Learner 6425,Learner 6425@example.com,94
Learner 6426,Learner 6426@example.com,96
Learner 6427,Learner 6427@example.com,86
Learner 6428,Learner 6428@example.com,96
Learner 6429,Learner 6429@example.com,84
Learner 6430,Learner 6430@example.com,90
Learner 6431,Learner 6431@example.com,94
Learner 6432,Learner 6432@example.com,90
Learner 6433,Learner 6433@example.com,94
Learner 6434,Learner 6434@example.com,94
Learner 6435,Learner 6435@example.com,88
Learner 6436,Learner 6436@example.com,96
Learner 6437,Learner 6437@example.com,98
Learner 6438,Learner 6438@example.com,96
Learner 6439,Learner 6439@example.com,90
Learner 6440,Learner 6440@example.com,86
Learner 6441,Learner 6441@example.com,96
Learner 6442,Learner 6442@example.com,86
Learner 6443,Learner 6443@example.com,96
Learner 6444,Learner 6444@example.com,86
Learner 6445,Learner 6445@example.com,74
Learner 6446,Learner 6446@example.com,22
Learner 6447,Learner 6447@example.com,64
Learner 6448,Learner 6448@example.com,6
Learner 6449,Learner 6449@example.com,40
Learner 6450,Learner 6450@example.com,62
Learner 6451,Learner 6451@example.com,60
Learner 6452,Learner 6452@example.com,44
Learner 6453,Learner 6453@example.com,42
Learner 6454,Learner 6454@example.com,24
Learner 6455,Learner 6455@example.com,48
Learner 6456,Learner 6456@example.com,46
Learner 6457,Learner 6457@example.com,72
Learner 6458,Learner 6458@example.com,30
Learner 6459,Learner 6459@example.com,20
Learner 6460,Learner 6460@example.com,78
Learner 6461,Learner 6461@example.com,64
Learner 6462,Learner 6462@example.com,54
Learner 6463,Learner 6463@example.com,50
Learner 6464,Learner 6464@example.com,50
Learner 6465,Learner 6465@example.com,54
Learner 6466,Learner 6466@example.com,56
Learner 6467,Learner 6467@example.com,38
Learner 6468,Learner 6468@example.com,50
Learner 6469,Learner 6469@example.com,40
Learner 6470,Learner 6470@example.com,16
Learner 6471,Learner 6471@example.com,78
Learner 6472,Learner 6472@example.com,34
Learner 6473,Learner 6473@example.com,60
Learner 6474,Learner 6474@example.com,30
Learner 6475,Learner 6475@example.com,82
Learner 6476,Learner 6476@example.com,82
Learner 6477,Learner 6477@example.com,80
Learner 6478,Learner 6478@example.com,78
Learner 6479,Learner 6479@example.com,62
Learner 6480,Learner 6480@example.com,70
Learner 6481,Learner 6481@example.com,84
Learner 6482,Learner 6482@example.com,74
Learner 6483,Learner 6483@example.com,98
Learner 6484,Learner 6484@example.com,98
Learner 6485,Learner 6485@example.com,82
Learner 6486,Learner 6486@example.com,84
Learner 6487,Learner 6487@example.com,84
Learner 6488,Learner 6488@example.com,72
Learner 6489,Learner 6489@example.com,76
Learner 6490,Learner 6490@example.com,74
Learner 6491,Learner 6491@example.com,72
Learner 6492,Learner 6492@example.com,88
Learner 6493,Learner 6493@example.com,78
Learner 6494,Learner 6494@example.com,86
Learner 6495,Learner 6495@example.com,72
Learner 6496,Learner 6496@example.com,88
Learner 6497,Learner 6497@example.com,80
Learner 6498,Learner 6498@example.com,74
Learner 6499,Learner 6499@example.com,74
Learner 6500,Learner 6500@example.com,92
Learner 6501,Learner 6501@example.com,86
Learner 6502,Learner 6502@example.com,74
Learner 6503,Learner 6503@example.com,98
Learner 6504,Learner 6504@example.com,86
Learner 6505,Learner 6505@example.com,86
Learner 6506,Learner 6506@example.com,72
Learner 6507,Learner 6507@example.com,82
Learner 6508,Learner 6508@example.com,68
Learner 6509,Learner 6509@example.com,76
Learner 6510,Learner 6510@example.com,64
Learner 6511,Learner 6511@example.com,60
Learner 6512,Learner 6512@example.com,98
Learner 6513,Learner 6513@example.com,92
Learner 6514,Learner 6514@example.com,90
Learner 6515,Learner 6515@example.com,88
Learner 6516,Learner 6516@example.com,74
Learner 6517,Learner 6517@example.com,90
Learner 6518,Learner 6518@example.com,70
Learner 6519,Learner 6519@example.com,78
Learner 6520,Learner 6520@example.com,78
Learner 6521,Learner 6521@example.com,74
Learner 6522,Learner 6522@example.com,86
Learner 6523,Learner 6523@example.com,82
Learner 6524,Learner 6524@example.com,68
Learner 6525,Learner 6525@example.com,68
Learner 6526,Learner 6526@example.com,80
Learner 6527,Learner 6527@example.com,96
Learner 6528,Learner 6528@example.com,94
Learner 6529,Learner 6529@example.com,88
Learner 6530,Learner 6530@example.com,84
Learner 6531,Learner 6531@example.com,94
Learner 6532,Learner 6532@example.com,96
Learner 6533,Learner 6533@example.com,86
Learner 6534,Learner 6534@example.com,96
Learner 6535,Learner 6535@example.com,84
Learner 6536,Learner 6536@example.com,90
Learner 6537,Learner 6537@example.com,94
Learner 6538,Learner 6538@example.com,90
Learner 6539,Learner 6539@example.com,94
Learner 6540,Learner 6540@example.com,94
Learner 6541,Learner 6541@example.com,88
Learner 6542,Learner 6542@example.com,96
Learner 6543,Learner 6543@example.com,98
Learner 6544,Learner 6544@example.com,96
Learner 6545,Learner 6545@example.com,90
Learner 6546,Learner 6546@example.com,86
Learner 6547,Learner 6547@example.com,96
Learner 6548,Learner 6548@example.com,86
Learner 6549,Learner 6549@example.com,96
Learner 6550,Learner 6550@example.com,86
Learner 6551,Learner 6551@example.com,74
Learner 6552,Learner 6552@example.com,22
Learner 6553,Learner 6553@example.com,64
Learner 6554,Learner 6554@example.com,6
Learner 6555,Learner 6555@example.com,40
Learner 6556,Learner 6556@example.com,62
Learner 6557,Learner 6557@example.com,60
Learner 6558,Learner 6558@example.com,44
Learner 6559,Learner 6559@example.com,42
Learner 6560,Learner 6560@example.com,24
Learner 6561,Learner 6561@example.com,48
Learner 6562,Learner 6562@example.com,46
Learner 6563,Learner 6563@example.com,72
Learner 6564,Learner 6564@example.com,30
Learner 6565,Learner 6565@example.com,20
Learner 6566,Learner 6566@example.com,78
Learner 6567,Learner 6567@example.com,64
Learner 6568,Learner 6568@example.com,54
Learner 6569,Learner 6569@example.com,50
Learner 6570,Learner 6570@example.com,50
Learner 6571,Learner 6571@example.com,54
Learner 6572,Learner 6572@example.com,56
Learner 6573,Learner 6573@example.com,38
Learner 6574,Learner 6574@example.com,50
Learner 6575,Learner 6575@example.com,40
Learner 6576,Learner 6576@example.com,16
Learner 6577,Learner 6577@example.com,78
Learner 6578,Learner 6578@example.com,34
Learner 6579,Learner 6579@example.com,60
Learner 6580,Learner 6580@example.com,30
Learner 6581,Learner 6581@example.com,82
Learner 6582,Learner 6582@example.com,82
Learner 6583,Learner 6583@example.com,80
Learner 6584,Learner 6584@example.com,78
Learner 6585,Learner 6585@example.com,62
Learner 6586,Learner 6586@example.com,70
Learner 6587,Learner 6587@example.com,84
Learner 6588,Learner 6588@example.com,74
Learner 6589,Learner 6589@example.com,98
Learner 6590,Learner 6590@example.com,98
Learner 6591,Learner 6591@example.com,82
Learner 6592,Learner 6592@example.com,84
Learner 6593,Learner 6593@example.com,84
Learner 6594,Learner 6594@example.com,72
Learner 6595,Learner 6595@example.com,76
Learner 6596,Learner 6596@example.com,74
Learner 6597,Learner 6597@example.com,72
Learner 6598,Learner 6598@example.com,88
Learner 6599,Learner 6599@example.com,78
Learner 6600,Learner 6600@example.com,86
Learner 6601,Learner 6601@example.com,72
Learner 6602,Learner 6602@example.com,88
Learner 6603,Learner 6603@example.com,80
Learner 6604,Learner 6604@example.com,74
Learner 6605,Learner 6605@example.com,74
Learner 6606,Learner 6606@example.com,92
Learner 6607,Learner 6607@example.com,86
Learner 6608,Learner 6608@example.com,74
Learner 6609,Learner 6609@example.com,98
Learner 6610,Learner 6610@example.com,86
Learner 6611,Learner 6611@example.com,86
Learner 6612,Learner 6612@example.com,72
Learner 6613,Learner 6613@example.com,82
Learner 6614,Learner 6614@example.com,68
Learner 6615,Learner 6615@example.com,76
Learner 6616,Learner 6616@example.com,64
Learner 6617,Learner 6617@example.com,60
Learner 6618,Learner 6618@example.com,98
Learner 6619,Learner 6619@example.com,92
Learner 6620,Learner 6620@example.com,90
Learner 6621,Learner 6621@example.com,88
Learner 6622,Learner 6622@example.com,74
Learner 6623,Learner 6623@example.com,90
Learner 6624,Learner 6624@example.com,70
Learner 6625,Learner 6625@example.com,78
Learner 6626,Learner 6626@example.com,78
Learner 6627,Learner 6627@example.com,74
Learner 6628,Learner 6628@example.com,86
Learner 6629,Learner 6629@example.com,82
Learner 6630,Learner 6630@example.com,68
Learner 6631,Learner 6631@example.com,68
Learner 6632,Learner 6632@example.com,80
Learner 6633,Learner 6633@example.com,96
Learner 6634,Learner 6634@example.com,94
Learner 6635,Learner 6635@example.com,88
Learner 6636,Learner 6636@example.com,84
Learner 6637,Learner 6637@example.com,94
Learner 6638,Learner 6638@example.com,96
Learner 6639,Learner 6639@example.com,86
Learner 6640,Learner 6640@example.com,96
Learner 6641,Learner 6641@example.com,84
Learner 6642,Learner 6642@example.com,90
Learner 6643,Learner 6643@example.com,94
Learner 6644,Learner 6644@example.com,90
Learner 6645,Learner 6645@example.com,94
Learner 6646,Learner 6646@example.com,94
Learner 6647,Learner 6647@example.com,88
Learner 6648,Learner 6648@example.com,96
Learner 6649,Learner 6649@example.com,98
Learner 6650,Learner 6650@example.com,96
Learner 6651,Learner 6651@example.com,90
Learner 6652,Learner 6652@example.com,86
Learner 6653,Learner 6653@example.com,96
Learner 6654,Learner 6654@example.com,86
Learner 6655,Learner 6655@example.com,96
Learner 6656,Learner 6656@example.com,86
Learner 6657,Learner 6657@example.com,74
Learner 6658,Learner 6658@example.com,22
Learner 6659,Learner 6659@example.com,64
Learner 6660,Learner 6660@example.com,6
Learner 6661,Learner 6661@example.com,40
Learner 6662,Learner 6662@example.com,62
Learner 6663,Learner 6663@example.com,60
Learner 6664,Learner 6664@example.com,44
Learner 6665,Learner 6665@example.com,42
Learner 6666,Learner 6666@example.com,24
Learner 6667,Learner 6667@example.com,48
Learner 6668,Learner 6668@example.com,46
Learner 6669,Learner 6669@example.com,72
Learner 6670,Learner 6670@example.com,30
Learner 6671,Learner 6671@example.com,20
Learner 6672,Learner 6672@example.com,78
Learner 6673,Learner 6673@example.com,64
Learner 6674,Learner 6674@example.com,54
Learner 6675,Learner 6675@example.com,50
Learner 6676,Learner 6676@example.com,50
Learner 6677,Learner 6677@example.com,54
Learner 6678,Learner 6678@example.com,56
Learner 6679,Learner 6679@example.com,38
Learner 6680,Learner 6680@example.com,50
Learner 6681,Learner 6681@example.com,40
Learner 6682,Learner 6682@example.com,16
Learner 6683,Learner 6683@example.com,78
Learner 6684,Learner 6684@example.com,34
Learner 6685,Learner 6685@example.com,60
Learner 6686,Learner 6686@example.com,30
Learner 6687,Learner 6687@example.com,82
Learner 6688,Learner 6688@example.com,82
Learner 6689,Learner 6689@example.com,80
Learner 6690,Learner 6690@example.com,78
Learner 6691,Learner 6691@example.com,62
Learner 6692,Learner 6692@example.com,70
Learner 6693,Learner 6693@example.com,84
Learner 6694,Learner 6694@example.com,74
Learner 6695,Learner 6695@example.com,98
Learner 6696,Learner 6696@example.com,98
Learner 6697,Learner 6697@example.com,82
Learner 6698,Learner 6698@example.com,84
Learner 6699,Learner 6699@example.com,84
Learner 6700,Learner 6700@example.com,72
Learner 6701,Learner 6701@example.com,76
Learner 6702,Learner 6702@example.com,74
Learner 6703,Learner 6703@example.com,72
Learner 6704,Learner 6704@example.com,88
Learner 6705,Learner 6705@example.com,78
Learner 6706,Learner 6706@example.com,86
Learner 6707,Learner 6707@example.com,72
Learner 6708,Learner 6708@example.com,88
Learner 6709,Learner 6709@example.com,80
Learner 6710,Learner 6710@example.com,74
Learner 6711,Learner 6711@example.com,74
Learner 6712,Learner 6712@example.com,92
Learner 6713,Learner 6713@example.com,86
Learner 6714,Learner 6714@example.com,74
Learner 6715,Learner 6715@example.com,98
Learner 6716,Learner 6716@example.com,86
Learner 6717,Learner 6717@example.com,86
Learner 6718,Learner 6718@example.com,72
Learner 6719,Learner 6719@example.com,82
